s_Sample	h_popUID	h_SampCnt	h_SampFrac	s_ReadCntTotUsed	s_COI	c_clusterID	c_AveragedFrac	c_ReadCnt	c_RepCnt
2017-12-12-3604	pfama1.044	3	0.003745319582732254	67518(94.6%)	15	11	0.016734288285998204	1125	2
2017-12-12-3604	pfama1.026	18	0.02247195504948056	67518(94.6%)	15	12	0.015480289163797588	1043	2
2017-12-12-3604	pfama1.007	52	0.06491886650851121	67518(94.6%)	15	13	0.014559189808567139	981	2
2017-12-12-3604	pfama1.008	50	0.062422055634015955	67518(94.6%)	15	14	0.010111792921744956	678	2
2017-12-12-3617	pfama1.006	56	1	18579(97.5%)	1	0	1	18579	1
2017-12-13-3630	pfama1.007	52	1	9868(97.2%)	1	0	1	9868	2
2017-12-13-3637	pfama1.005	67	1	17749(94%)	1	0	1	17417	1
2017-12-13-3642	pfama1.002	93	1	28887(87.5%)	1	0	1	28887	3
2017-12-18-3148	pfama1.001	107	1	20625(96.5%)	1	0	1	20625	2
2017-12-18-3154	pfama1.000	124	1	82961(99.3%)	1	0	1	82961	2
2017-12-18-3190	pfama1.001	107	1	732(92.9%)	1	0	1	732	2
2017-12-18-3205	pfama1.028	14	0.08917204164076172	13433(96.3%)	3	0	0.7484454490672694	10096	2
